id_correspondance,old_artisan_url,new_artisan_url,count_old,count_new,count_sum,,new actif
8056,alpha_baie_-_ouvertures,alpha_baie_ouvertures,2030,108,2138,,1
8057,france_piscines_composites,groupe_abris_et_piscines,1245,2883,4128,,1
8058,am_depannages_services,am_depannages_ndash_atlantic_ecs,,10,10,,0
8061,ntc,ntc_nouvelles_technologies_de_chauffage,23,134,157,,1
8062,serrurerie_a_banos,serrurerie_a_banos_sarl,2,,2,,0
8064,helleux,menuiseries_helleux,,16,16,,1
8066,anjou_cloture_fermetures,anjou_cloture_fermeture,,912,912,,1
8073,miroiterie_raynaud_sas,miroiterie_raynaud,3,504,507,,1
8074,jp_renov,jp_renov_-,3,14,17,,0
8075,jp_renov_sarl,jp_renov_-_art_et_fenetres,3,256,259,,0
8078,serrurerie_a_banos_sarl,serrurerie_a._banos,,495,495,,0
8079,serrurerie_a._banos,serrurerie_a_banos,495,2,497,,1
8080,serrurerie_a_banos,serrurerie_a._banos,2,495,497,,0
8081,morin_constructions_bois,morin_construction_bois,,681,681,,1
8082,avenir_energie,avenir_energie_-,3406,33,3439,,1
8083,objectif_economie/objectif_solaire,objectif_economie_-_objectif_solaire,,285,285,,0
8084,abpm,abp_menuiserie_lannemezan,,1,1,,1
8085,fmp_fenetres_menuiseries_pvc,fmp_ouvertures,,,0,,0
8086,art_et_fenetres_-_art_et_habitat_trellisac,art_et_fenetres_-_art_et_habitat_trelissac,36,866,902,,0
8087,BIOTECHABITAT,biotechhabitat,1003,,1003,,0
8088,biotechhabitat,biotechabitat,,1003,1003,,1
8092,fmp_ouvertures,fmp_ouvertures_-_nozay,,2,2,,0
8093,cybel_extension_-_nord_ouest,cybel_extension_-_bretagne,35,2161,2196,,0
8094,cs2e,stork_habitat,1,3655,3656,,1
8097,stores_de_france_31,confort_solaire,1220,2174,3394,,1
8101,cnm,cnm_commelle-vernay,,2,2,,0
8102,comptoir_nordique_de_la_miroiterie,comptoir_nordique_de_miroiterie,1,589,590,,1
8104,anjou_cloture_fermeture,anjou_clotures_fermetures,912,2,914,,1
8105,sv2g,anjou_cloture_fermeture,24,912,936,,1
8109,tecni_logis,tecni_logis_fougeres,1639,74,1713,,0
8110,france_veranda_expansion,verandas_et_fenetres_de_france,,812,812,,0
8111,2pl,2pl_brest,3,143,146,,1
8112,2pl_bain-de-bretagne_-_rennes,2pl_bain_de_bretagne-rennes,,,0,,0
8113,2pl_vannes,2pl_vannes_-_sene,,44,44,,0
8114,2pl_bain_de_bretagne-rennes,2pl_bain_de_bretagne_-_rennes,,38,38,,0
8115,natural_eko,natural_eko_sarl,,321,321,,1
8117,lorenove_technic_menuiserie,technic_menuiserie_doudeville,1278,2,1280,,0
8118,technic_menuiserie_doudeville,technic_menuiserie_by_soyez_tendance,2,1056,1058,,1
8120,portail_du_sud,portails_du_sud,39,1073,1112,,1
8121,captainrenov,captain_renov,113,2,115,,1
8122,veranco,veranco_-_verand_innov,24,42,66,,0
8123,passion_bois,passion_escaliers,39,743,782,,1
8127,art_fermetures_sarl,art_fermetures,1,981,982,,1
8128,art_deco_habitat,art_deco_habitat_13,1,,1,,1
8129,art_deco_habitat,art_et_fenetres_-_art_deco_habitat,1,1833,1834,,0
8130,vivrosec_angers,vivrosec,,1,1,,0
8131,facades_tarnaises,facades_tarnaises_-_applicateur_exclusif_vertikal,,514,514,,0
8137,robic_erwann_egtc,egtc_isolation,2,68,70,,1
8138,rp_energies,rp-energies,148,239,387,,0
8148,clim_eco_-_eseo,eseo,188,3,191,,1
8150,scie_bel_bois,sibelbois,1,341,342,,0
8151,angers_design_fenetres,art_et_fenetres_-_angers_design_fenetres,152,733,885,,0
8153,lez_facades,lez_facades_-_applicateur_exclusif_vertikal,19,622,641,,0
8154,taloc_facades_et_peinture,taloc_facades_et_peinture_-_applicateur_exclusif_vertikal,33,774,807,,0
8155,angerville,angerville_sarl,,1,1,,1
8157,l_expert_fenetre_angerville_installateur_qualifie,angerville_sarl_-_l_expert_fenetre,2,298,300,,0
8158,vivrosec,vivrosec_pays_de_la_loire,1,3399,3400,,1
8159,sure_elec,sure_electricite_generale,129,390,519,,0
8161,iso_sol,isossol,,17,17,,1
8164,armor_pvc,art_et_fenetres_-_armor_pvc,2,1933,1935,,0
8166,mondy_piscines_44_-_mondial_piscine,crea_piscines_44,166,1,167,,1
8167,bati_services_-_crea_piscines_35,crea_piscines_35,1,3062,3063,,1
8170,ilot_piscines_nantes,ilot_piscines,511,1349,1860,,1
8174,finestra,finestra_brest,8,609,617,,1
8175,finestra_sas,finestra,,8,8,,0
8176,mpep_menuiserie_platrerie_etude_et_pose,m.p.e.p,225,221,446,,0
8179,brousse_bernard_et_fils,brousse_bernard_et_fils_-_ouvertures,57,26,83,,0
8180,alpha_baie_ouvertures,alpha_baie_-_ouvertures,108,2030,2138,,0
8181,pmc2a,profession_menuisier_aurillac_pmc2a,187,481,668,,1
8182,labelroche,label_roche,132,43,175,,0
8184,mri_alsaces,mri_alsace,8,51,59,,1
8189,sara_menuiseries,sara_menuiseries_-_la_boutique_du_menuisier,193,2079,2272,,0
8190,sarl_bruno_simard_menuiseries,simard_bruno_sarl,8,478,486,,1
8191,cote_piscine_30_-_lumae,mondial_piscine_uzes_lumae,26,541,567,,0
8192,murprotec_quimpernbsp,murprotec_quimper,120,2972,3092,,1
8193,murprotec_aix_nbsp,murprotec_aix,505,4931,5436,,1
8194,murprotec_angersnbsp,murprotec_angers,47,559,606,,1
8195,murprotec_bourgesnbsp,murprotec_bourges,41,335,376,,1
8196,murprotec_daxnbsp,murprotec_dax,20,353,373,,1
8197,murprotec_nantes_nbsp,murprotec_nantes,191,2257,2448,,1
8198,murprotec_rennesnbsp,murprotec_rennes,76,1265,1341,,1
8199,murprotec_saint_lonbsp,murprotec_saint_lo,22,312,334,,1
8200,murprotec_villeneuve_sur_lotnbsp,murprotec_villeneuve_sur_lot,51,283,334,,1
8201,label_veranda,solabaie_renoval_-_le_muy,,,0,,0
8202,solabaie_renoval_-_le_muy,renoval_solabaie_-_le_muy,,1543,1543,,0
8203,alu_estagel,resobaies_-_alu_estagel,336,719,1055,,0
8204,a2b,a2b_menuiserie,21,1585,1606,,1
8205,prisme_creations,prisme_creations_-_veranco,3,756,759,,0
8206,jp_renov_-_art_et_fenetres,art_et_fenetres_-_jp_renov,256,71,327,,0
8207,ibopen,ouvertures_-_agence_de_chelles,3,7,10,,0
8208,bonny_et_filles_sarl,bonny_et_filles,1,1091,1092,,1
8209,belles_piscines,belles_piscines_-_mondial_piscine,99,,99,,0
8210,belles_piscines_-_mondial_piscine,belles_piscines_et_spas_-_mondial_piscine,,441,441,,0
8219,tecni_logis_fougeres,tecni_logis,74,1639,1713,,1
8220,teknik_o,teknik_feu,,135,135,,0
8221,duchesne_sarl,entreprise_duchesne,556,432,988,,0
8222,entreprise_duchesne,duchesne_sarl,432,556,988,,0
8223,finestra,finestra_quimper,8,1001,1009,,1
8224,cheminees_de_pau,les_cheminees_de_pau-lescar,3,1072,1075,,0
8225,metinbat,metindbat,,590,590,,1
8227,batibat,batibat_evolution,,248,248,,1
8228,tendances_poeles,tendance_poele,,,0,,0
8229,tendance_poele,tendance_poele_et_cheminee,,1054,1054,,1
8231,clarys,clarys_-_pernes_les_fontaines,7,44,51,,0
8233,blavait_menuiseries,blavait_-_caen,5,1293,1298,,0
8234,languedoc_alu_sarl,languedoc_alu,,2867,2867,,1
8236,eficalu_sarl,eficalu,1,1,2,,1
8237,robin_chaleur_detente,aquaflam,5,279,284,,1
8248,jbi_sas,jbi_isolation,2,598,600,,1
8249,aloha,piscines_aloha,12,2877,2889,,1
8250,dmf,dmf_givors,942,,942,,1
8251,tout_feu_tout_flamme,david_vargoz_tout_feu_tout_flamme,83,50,133,,1
8252,pmca_firminy,profession_menuisier_centre_auvergne_firminy_pmca,18,122,140,,1
8253,pmca_roanne,profession_menuisier_centre_auvergne_roanne_pmca,19,201,220,,1
8254,pmca_saint-priest-en-jarez,profession_menuisier_centre_auvergne_saint-priest-en-jarez_pmca,210,729,939,,0
8255,pmca_vienne,profession_menuisier_centre_auvergne_vienne_pmca,33,117,150,,1
8263,fem_synergie,cheminees_seguin_poele_et_cheminee_-_fem_synergie_-_seguin_69,22,690,712,,0
8264,sarl_cheminees_des_2_vallees,cheminees_des_2_vallees_-_essonne_-_idf,1,2,3,,0
8266,blavait_-_st_lo,blavait_-_saint_lo,1,917,918,,0
8269,batif_13,batif_13_sud,103,864,967,,1
8270,decoferm_ouvertures,decoferm_ouvertures_renoval,340,1485,1825,,0
8272,art_et_fenetres_-_jp_renov,art_et_fenetres_-_sarl_jp_renov,71,994,1065,,0
8273,alu_concept,alu-concept,1614,15,1629,,0
8274,stork_habitat,stork_habitat_-_cs2e,3655,692,4347,,0
8275,menuiserie_de_la_gare,menuiserie_dlg,2,702,704,,1
8276,teknik_feu,tekni_feu,135,926,1061,,1
8278,fillonneau,fillonneau_fontenay_le_comte,3,266,269,,0
8279,alu-concept,alu_concept,15,1614,1629,,1
8282,francenergies_sarl,francenergies,4,2919,2923,,1
8283,raynaud_peinture,dominique_peinture,3,528,531,,1
8284,atrier_design_-_varennes_sur_seine,seguin_77_-_atrier_design_77,89,134,223,,0
8285,atrier_design_-_boissise_le_roi,seguin_melun_77_-_atrier_design_77,24,246,270,,0
8286,bb_menuiseries_-_grosfillex_narbonne,bb_menuiseries_narbonne,723,,723,,0
8287,bb_menuiseries_narbonne,bb_menuiseries,,1229,1229,,1
8288,ouvertures_-_agence_de_chelles,ouverture_s_agence_de_chelles,7,166,173,,0
8290,clarys_-_orange,clarys_-_cote_poeles,5,209,214,,0
8292,isoldome_-_isocomble_clermont-ferrand,isocomble_clermont-ferrand,202,940,1142,,0
8293,facades_basques,facades_basques_-_applicateur_exclusif_vertikal,,336,336,,0
8294,chenais_cheminee_-_gp_services,chenais_cheminee,6,,6,,0
8295,chenais_cheminee,chenais_cheminees,,642,642,,1
8296,econergie,econergie_-_isolation_de_combles_murs_planchers,2369,681,3050,,0
8297,menuiseries_brayonnes,fenetres_lorenove_gournay-en-bray,1,794,795,,0
8298,bjbat_dal_alu,bj_bat_dal_alu,12,165,177,,1
8299,altatech_solutions,altatech,3,739,742,,1
8300,renoval,renoval_yzernay,15,3,18,,0
8304,eco_cuisine_saint_parres_aux_tertres,eco_cuisine_troyes,,176,176,,0
8306,cheminees_philippe_-_sarl_calmus,sarl_calmus_-cheminees_philippe_jacuzzi_-_sens,,,0,,0
8307,sarl_calmus_-cheminees_philippe_jacuzzi_-_sens,sarl_calmus_-_cheminees_philippe_-_jacuzzi_sens,,,0,,0
8308,sarl_calmus_-_cheminees_philippe_-_jacuzzi_sens,sarl_calmus_cheminees_philippe_-_jacuzzi_sens,,609,609,,0
8309,dunand_et_chevallay,dunand_chevallay,29,415,444,,1
8311,scherer_sarl,ets_scherer,2,750,752,,1
8316,renoval_yzernay,renoval_cholet_bressuire,3,8,11,,0
8319,bci_isolation,bci_isolation_beynost,3,3197,3200,,1
8320,bci_isolation,bci_isolation_orange,3,1279,1282,,0
8322,menuiseries_aluminium_nicolas,m.a.n._verandas_et_menuiseries_aluminium,1,155,156,,0
8328,renovaktion_sarl,sarl_renov_aktion,,1756,1756,,1
8329,renoval_cholet_bressuire,renoval_cholet,8,405,413,,1
8330,societe_3p_toulouse,societe_3p_toulouse_1,1226,1,1227,,1
8331,societe_3p,societe_3p_toulouse,852,1226,2078,,1
8332,ab_services,ab_multi_services,1256,56,1312,,1
8333,ab_service,abservice_maconnerie,8,5,13,,1
8336,p.s.m,portails_sur_mesures,,78,78,,0
8337,avenir_elec_et_fermetures,avenir_elec_39,806,1,807,,0
8338,hardouin-laine_couverture_zinguerie_charpente_et_constructions_bois,hardouin_laine,,1068,1068,,1
8339,france_combles_amenagement,france_combles_amenagements,,4,4,,1
8340,france_combles,france_combles_saint_pavace,829,2,831,,1
8341,france_combles_1,france_combles,,829,829,,1
8346,maisons_bois_coureau,sarl_maisons_bois_coureau,2,580,582,,1
8347,chazelles_charente,chazelles_angouleme,1170,2718,3888,,1
8350,design_energie,design_energie_-_cheminees_et_poeles,,180,180,,0
8351,goupil_christophe,poele_et_cheminee_goupil_christophe,,1090,1090,,1
8353,clim_monnier,clim_monnier_2,866,,866,,1
8354,clim_monnier_1,clim_monnier,,866,866,,1
8355,barthe_climatisation,laurent_barthe_chauffagiste,,1024,1024,,1
8357,aquitaine_habitat,aquitaine_habitat_andernos,,425,425,,1
8358,design_veranda_olonnes_sur_mer,design_verandas_olonnes_sur_mer,,207,207,,1
8359,design_verandas,design_verandas_thouare_sur_loire,11,1228,1239,,1
8362,avenir_elec_39,avenir_elec_et_fermetures,1,806,807,,0
8364,sts69,sts_69,,5,5,,1
8365,minaire_menuiseries,minaire_menuiserie,2,8,10,,1
8366,bourdeau_laurent,sarl_bourdeau,4,34,38,,1
8373,ism_montaigu,les_maisons_ism,22,717,739,,1
8374,sopac_espace_creation,verandas_renoval_-_sarl_sopac_espace_creation,29,719,748,,0
8375,eco_piscines,eco_piscine,86,974,1060,,1
8387,agrandissimmo,agrandissimmo_toulouse,1654,1227,2881,,1
8388,agrandissimo_bordeaux,agrandissimmo_bordeaux,,85,85,,1
8390,falliero_aluminium_sa,ets_falliero,47,2,49,,0
8391,falliero_aluminium,ets_falliero_pau-lescar,105,,105,,0
8392,falliero_sa,ets_falliero_bayonne_-_tarnos,2,1,3,,0
8393,ets_falliero_pau-lescar,ets_falliero_pau_-_lescar,,2,2,,0
8395,amplitude_isolation,amplitude_isolation_haute-loire,3,46,49,,0
8401,intelligence_energetique_globale,ieg_ingenierie_energetique_globale,1,4442,4443,,1
8402,pms_procedes_modernes_de_securite,procedes_modernes_de_securite_-_pms,,58,58,,0
8403,aubrac_electricite_(laborie_christian),aubrac_electricite,1,70,71,,1
8407,ph_energies_(protect_habitat),ph_energies,10,101,111,,1
8408,ets_falliero,falliero_ibos,2,2237,2239,,1
8409,ets_falliero_bayonne_-_tarnos,falliero_bayonne_-_tarnos,1,798,799,,0
8410,ets_falliero_saint-gaudens,falliero_saint-gaudens,1,659,660,,0
8411,ets_falliero_pau_-_lescar,falliero_pau_-_lescar,2,1704,1706,,0
8412,eco_bio_concept_diffusion_biothermic,biothermic,39,1666,1705,,1
8416,mercier_david,mercier_david_sa,319,1226,1545,,0
8420,100_pourcent_menuiserie,yohan_bavay_-_100_pourcent_menuiserie,2,335,337,,0
8421,cta_construction,decore,1164,517,1681,,1
8429,castillon_etablissements_-_la_boutique_du_menuisier_biganos,castillon_etablissements,1054,791,1845,,1
8430,secstaff_sarl,secstaff,,1,1,,1
8431,chiron_ravalement_sarl,chiron_ravalement,11,553,564,,1
8432,boulicot-brandao_menuiserie,ouvertures_-_boulicot_et_brandao,7,253,260,,0
8435,ipbs_isolation,ipbs_isolation_millau,,,0,,0
8436,ipbs_isolation_millau,ipbs_isolation_requista,,1,1,,1
8437,ipbs_isolation_saint_jean_delnous,ipbs_isolation_terssac,,346,346,,1
8438,martin_sarl,martin_sarl_la_motte,419,2,421,,1
8439,martin_sarl_pineuilh,martin_sarl,1,419,420,,1
8441,sarl_martin,martin_sarl,21,419,440,,1
8442,chaleur_pile_poeles,chaleur_pile_poele,139,841,980,,1
8443,archis_studio,ouverture_de_l_habitatouverture_de_l_habitat_-_ouvertures,58,,58,,0
8444,ouverture_de_l_habitatouverture_de_l_habitat_-_ouvertures,ouverture_de_l_habitat_-_ouvertures,,4,4,,0
8447,ouverture_de_l_habitat_-_ouvertures,ouverture_de_l_habitat_-_ouvertures_-_wizeo_-_grandeur_nature,4,11,15,,0
8448,cta_constructions,cta_construction,,1164,1164,,1
8449,cde-dim_sud,dim_sud,119,330,449,,1
8450,tous_travaux_bois_sarl,sarl_tous_travaux_bois,,299,299,,1
8454,maisons_eugie_sarl,maisons_eugie,54,523,577,,1
8460,glastint_bezier,glastint_beziers,,2,2,,1
8461,ouverture_de_l_habitat_-_ouvertures_-_wizeo_-_grandeur_nature,ouvertures_de_l_habitat_-_wizeo_-_grandeur_nature,11,638,649,,0
8466,chemi-pro,chemi_pro,2,491,493,,1
8467,resobaies_-_amf,resobaies_-_sarl_amf,,,0,,0
8472,homeco_permeabilite_a_l_air,sarl_homeco_permeabilite_a_lrsquoair,2,7,9,,0
8473,conson_neuf_et_renovation,conson_neuf_et_renovation_-_cnr,6,7,13,,0
8475,erp_entreprise_ravalement_projete,erp_ravalement_78│entreprise_de_ravalement_et_d_isolation_par_l_exterieur,,,0,,0
8476,erp_ravalement_78│entreprise_de_ravalement_et_d_isolation_par_l_exterieur,erp_ravalement_78,,4,4,,1
8477,sarl_ros_voisin,ets_ros_voisin,,3,3,,1
8478,heinemann_ghia,r._heinemann,10,9,19,,0
8480,c2l,c2l_velux_loire,4,811,815,,1
8481,vigreux_sarl,entreprise_vigreux,527,10,537,,1
8482,vigreux_entreprise,vigreux_sarl,,527,527,,1
8483,resobaies_-_sarl_amf,resobaies_cavaillon_amf,,497,497,,1
8484,isol_r,isol_r_ambares-et-lagrave,2762,983,3745,,0
8487,stork_habitat_-_cs2e,stork_habitat,692,3655,4347,,1
8488,cap_handi,cap_vitae,35,92,127,,1
8490,calmels_petitfour_scp,calmels_petitfour,1,4,5,,1
8491,maisons_inovia,maisons_inovia_-_groupe_millenium,899,953,1852,,0
8492,am_atlantique_st_jean_d_illac,am_atlantique,2,1,3,,0
8493,am_atlantique,ouvertures_-_am_atlantique,1,,1,,0
8494,ouvertures_-_am_atlantique,am_atlantique,,1,1,,0
8495,gab_stores_et_fermetures,gab_stores_et_fermetures_sarl,,712,712,,1
8496,poele_ideal_business_les_pros_du_poele,le_poele_ideal_business_les_pros_du_poele,,,0,,0
8497,france_habitat_durable_​,france_habitat_durable,9,1799,1808,,1
8498,ateliers_du_bois,ateliers_du_bois_bis,306,,306,,1
8499,ab_-_atelier_du_bois,ateliers_du_bois,6,306,312,,1
8502,dahuron,sarl_dahuron,53,1,54,,1
8504,am_atlantique,am_atlantique_-_ouvertures,1,1811,1812,,0
8507,isol_concept_genet_sabine,isol_concept_28,1,41,42,,0
8508,m.a.n._verandas_et_menuiseries_aluminium,man_verandas_et_menuiseries_aluminium,155,578,733,,1
8511,gp_fermeture,g.p_fermetures,1,1,2,,0
8512,buray_et_fils_sas,ets_buray,4,33,37,,1
8513,izizo,art_et_clim_31,,9,9,,0
8514,clair_de_baie_tours,lumi_baies_menuiseries,388,84,472,,1
8515,morbelli_freres_societe,smf_-_societe_morbelli_freres,,459,459,,0
8516,bpi,bpi_la_boutique_du_menuisier,7,1104,1111,,1
8517,nature_et_feu,nature_et_feu_douai,248,3317,3565,,1
8519,alstor_sarl,alstor_menuiseries,10,25,35,,1
8520,olmiere_constructions,maisons_olmiere_castres,2872,854,3726,,1
8521,siba,maisons_olmiere_albi,2664,1,2665,,1
8522,procedes_modernes_de_securite_-_pms,procedes_modernes_de_securite_-_concessionnaire_fichet,58,64,122,,0
8523,var_pose_alu_pvc,var_pose_alu,,2170,2170,,1
8525,energies_services,energies_servicess,20,,20,,0
8526,energies_servicess,energies_services_paron,,9,9,,1
8528,eurl_roussel_thierry,solabaie_roussel_thierry,1,4,5,,1
8529,le_poele_ideal_business_les_pros_du_poele,le_poele_ideal_business,,76,76,,1
8530,ramon_serices_31,ramon_services_31f,,,0,,0
8531,ramon_services_31f,ramon_services,,,0,,0
8532,ramon_services_31,ramon_services_31240,14,,14,,1
8533,ramon_services,ramon_services_31,,14,14,,1
8535,special_habitat_-_menuisier_conseil,menuisier_conseil_special_habitat,2,26,28,,1
8537,isol_concept,isol_concept_13,1,,1,,1
8538,isol_concept_28,isol_concept,41,1,42,,1
8539,bessard_piscines,bessard_piscines_et_espaces_verts,385,2086,2471,,1
8542,toulouse_entreprise_familiale_-_tef_isolation,tef_isolation_-_isolation_de_combles_plancher_et_vide_sanitaire,556,795,1351,,0
8543,tolerie_de_la_loire,tolerie_de_la_loire_-_nantes,,463,463,,0
8544,tolerie_de_la_loire_-_flamme_et_co_-_scanline,tolerie_de_la_loire_-_angers,,,0,,0
8545,tolerie_de_la_loire_-_angers,abelard_by_tdl_-_angers,,252,252,,0
8546,cuisines_raison_vitre,cuisines_raison_vitre_-_chateaubourg_-_janze,,5,5,,0
8547,arc_renov,arc_renov_2,524,,524,,0
8548,arc_renov_corps-nuds,arc_renov,4,524,528,,1
8549,arc_renov_2,arc_renov,,524,524,,1
8550,renovation_facade_isere_:_ravalement_facade_enes_facades_et_constructions_isere,renovation_facade_isere_:_ravalement_facade_enes_facades,1,1,2,,0
8551,renovation_facade_isere_:_ravalement_facade_enes_facades,renovation_facade_isere_-_ravalement_facade_enes_facades_et_constructions,1,1,2,,0
8553,c-r-h,crh_conseiller_en_renovation_de_l_habitat,,11,11,,1
8554,preservation_du_patrimoine_de_l_habitat_francais,preservation_du_patrimoine_44,62,24,86,,1
8555,tbp_|_trappler_plaquiste_enduiseur_isolation_rge_|_alsace_vosges,tbp_trappler_plaquiste_enduiseur_isolation_rge_|_alsace_vosges,1,1,2,,0
8556,tbp_trappler_plaquiste_enduiseur_isolation_rge_|_alsace_vosges,tbp_trappler,1,2,3,,1
8557,preservation_du_patrimoine,preservation_du_patrimoine_722,67,,67,,0
8558,preservation_du_patrimoine_72,preservation_du_patrimoine_53,3,,3,,0
8559,preservation_du_patrimoine_722,preservation_du_patrimoine_72,,3,3,,1
8560,brousse_bernard_et_fils_-_ouvertures,ouvertures_biars-sur-cere,26,246,272,,0
8561,sarl_ceen_menuiserie,ceen_menuiserie,1,277,278,,1
8563,vechart_jean-michel_sarl,jean-michel_vechart_sarl,2,,2,,0
8565,preservation_du_patrimoine_44,preservation_du_patrimoine_-_ppo_44,24,,24,,0
8566,preservation_du_patrimoine_28,preservation_du_patrimoine_-_ppo_28,,,0,,0
8567,preservation_du_patrimoine_34,preservation_du_patrimoine_-ppo_34,9,,9,,0
8568,preservation_du_patrimoine_36,preservation_du_patrimoine_-_ppo_36,,,0,,0
8569,preservation_du_patrimoine_-ppo_34,preservation_du_patrimoine_-_ppo_34,,,0,,0
8570,preservation_du_patrimoine_37,preservation_du_patrimoine_-_ppo_37,12,,12,,0
8571,preservation_du_patrimoine_-_ppo_28,preservation_du_patrimoine_chartres_-_ppo_28,,54,54,,0
8572,preservation_du_patrimoine_-_ppo_34,preservation_du_patrimoine_montpellier_-_ppo_34,,,0,,0
8573,preservation_du_patrimoine_-_ppo_36,preservation_du_patrimoine_chateauroux_-_ppo_36,,59,59,,0
8574,preservation_du_patrimoine_-_ppo_37,preservation_du_patrimoine_tours_-_ppo_37,,705,705,,0
8575,preservation_du_patrimoine_-_ppo_44,preservation_du_patrimoine_nantes_-_ppo_44,,,0,,0
8576,preservation_du_patrimoine_41,preservation_du_patrimoine_romorantin_-_ppo_41,3,91,94,,0
8577,preservation_du_patrimoine_49,preservation_du_patrimoine_angers_-_ppo_49,5,242,247,,0
8578,preservation_du_patrimoine_53,preservation_du_patrimoine_laval_-_ppo_53,,61,61,,0
8579,preservation_du_patrimoine_72,preservation_du_patrimoine_le_mans_-_ppo_72,3,264,267,,0
8580,preservation_du_patrimoine_lyon-rhone,preservation_du_patrimoine_lyon-rhone_-_ppo_69,727,3,730,,0
8581,energies_services,ses_societe_energies_services,20,1420,1440,,1
8582,preservation_du_patrimoine_nantes_-_ppo_44,preservation_du_patrimoine,,67,67,,1
8583,preservation_du_patrimoine_lyon-rhone_-_ppo_69,preservation_du_patrimoine_lyon_-_rhone,3,360,363,,0
8584,preservation_du_patrimoine_montpellier_-_ppo_34,preservation_du_patrimoine_montpellier_-_pp_34,,223,223,,0
8585,cuisines_lorillou,cuisines_jean-marc_lorillou,,552,552,,0
8587,mikaconcept,mikaconcept_gisors,6,725,731,,1
8589,sencia,sencia_-_toulouse_bayonne_bordeaux,,6,6,,0
8590,atelier_c.i.a,atelier_cia,1086,1964,3050,,1
8593,pestel,ets_pestel,2,2101,2103,,1
8594,c.p.m_peinture,cpm_peinture,194,75,269,,0
8595,julien_toulouse_piscine_et_spa,julien_sas,1,49,50,,1
8597,ollier_menuiserie,menuiserie_ollier,3,1765,1768,,1
8600,boreal,boreal_ouvertures,1935,2,1937,,1
8603,ouverture_s_agence_de_chelles,ouvertures_agence_de_chelles,166,483,649,,1
8606,claustralu,le_portail_alu_by_claustralu,935,1602,2537,,1
8607,preservation_du_patrimoine,preservation_du_patrimoine_nantes,67,463,530,,0
8608,ets_bonnel,ets_bonnel_hazebrouck,,845,845,,1
8609,art_et_fenetres,art_et_fenetres_castres,191,10,201,,1
8610,jean-michel_vechart_sarl,sarl_vechart,,1217,1217,,1
8612,rd_menuiserie,rd_menuiserie_doublons,426,,426,,1
8613,rd_menuiserie_14,rd_menuiserie,10,426,436,,1
8614,kopec_begard,ste_kopec_piscine_desjoyaux_cotes_d_armor_jacuzzi,90,,90,,0
8615,kopec_la_meziere_-_cap_malo,societe_kopec_piscine_desjoyaux_spa_et_jacuzzi,244,1132,1376,,1
8616,kopec_pontaubault,societe_kopec_piscine_desjoyaux_manche_jacuzzi,171,665,836,,1
8617,ste_kopec_piscine_desjoyaux_cotes_d_armor_jacuzzi,societe_kopec_piscine_desjoyaux_cotes_d_armor_jacuzzi,,312,312,,1
8620,kopec_saint_lo,societe_kopec_piscine_desjoyaux_saint_lo_jacuzzi,246,557,803,,1
8621,kopec_pordic,societe_kopec_piscine_desjoyaux_saint_brieuc_jacuzzi,107,437,544,,1
8622,moyse_3d,moyse_3d_-_amenagements_exterieurs_renovation_isolation,8,491,499,,0
8624,jct_elec,jct_elect,,40,40,,0
8625,egi_sarl,menuiserie_e.g.i,2,332,334,,0
8626,ffs,fenetres_fermetures_et_stores_f.f.s.,67,1,68,,0
8627,fenetres_fermetures_et_stores_f.f.s.,fenetres_fermetures_et_stores_ffs.,1,1,2,,0
8628,fenetres_fermetures_et_stores_ffs.,fenetres_fermetures_et_stores_ffs,1,126,127,,1
8629,ad_validem,ad_validem_toulouse,2153,738,2891,,1
8630,ad_validem_enr_paris,ad_validem_villeneuve_la_garenne,12,71,83,,1
8631,ad_validem_enr_saint_pathus,ad_validem_le_plessis_belleville,3,65,68,,1
8633,castillon_etablissements,castillon_etablissements_menuiserie_pvc_bois_alu,791,444,1235,,1
8634,vaudey_isolation,vaudey_habitat,,933,933,,1
8635,art_et_fenetres_perpignan_-_ceret,art_et_fenetres_-_perpignan_-_ceret,3320,154,3474,,0
8637,cuisines_raison_rennes,raison_home_rennes,283,2090,2373,,1
8638,cuisines_raison_agen,raison_home_agen,71,343,414,,1
8639,cuisines_raison_questembert,raison_home_questembert,32,281,313,,1
8640,cuisines_raison_toulouse,raison_home_toulouse,545,1263,1808,,1
8641,yanka_concept,yanka_jardins_et_services,59,,59,,0
8643,lc2,lc2_sarl,1,589,590,,0
8644,GOUBE,goube_sarl,,228,228,,0
8645,yanka_jardins_et_services,yanka_concept,,59,59,,1
8646,psm,psmm,368,,368,,1
8647,portails_sur_mesures,psm,78,368,446,,1
8648,cuisines_raison_tours,raison_home_tours,667,6,673,,1
8649,percheron_patrick,sas_percheron,,1,1,,1
8651,prigonrieux_peintures,prigonrieux_peintures_villegente,5,270,275,,1
8652,vauban_facades,vauban_facades_-_applicateur_exclusif_vertikal,3,185,188,,0
8653,facade_du_roy-_applicateur_exclusif_vertikal,facade_du_roy_-_applicateur_exclusif_vertikal,1059,493,1552,,0
8655,isol_concept,isol_concept_28,1,41,42,,0
8656,bois_et_chauffage,bois_et_chauffage_-_bordeaux,1767,829,2596,,0
8657,mtcb_45,mtcb,70,83,153,,1
8661,fjstylacute,fjstyl,,8,8,,1
8665,im2c,im2c_perpignan,204,4,208,,1
8667,im2c_tencin,im2c,2,204,206,,1
